city_name,overall_risk,general_fund_reserves_risk,debt_burden_risk,liquidity_risk,revenue_trends_risk,pension_obligations_risk,pension_funding_risk,pension_costs_risk,future_pension_costs_risk,opeb_obligations_risk,opeb_funding_risk,overall_points,general_fund_reserves_points,debt_burden_points,liquidity_points,revenue_trends_points,pension_obligations_points,pension_funding_points,pension_costs_points,future_pension_costs_points,opeb_obligations_points,opeb_funding_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,end_year,county_name,zip,entity_name,eligible,total_registered,democratic,republican,american_independent,green,libertarian,peace_and_freedom,unknown,other,no_party_preference,AMI
Exeter,Moderate,MODERATE,MODERATE,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,65.57,12.63,8.75,10,1.75,8.08,3.8,3.06,2.5,10,5,0.32,0.95,4.59,-0.06,0.49,0.76,0.07,0.09,NA,NA,10423,0.179,1475856,321439,10328383,10842161,2.29,1415273,4362654,174662,862496,1415273,5105105,4471972,4498487,5266234,0,18348712,24059083,774037,964400,NA,2020,Tulare,93221,Exeter,267962,199725,65955,76457,7270,534,2005,1002,1755,873,43874,80300
Fairfield,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,65.84,16.18,12.33,10,2.88,4.24,3.6,2.5,1.11,10,3,0.41,0.52,15.21,0.03,0.97,0.72,0.09,0.14,0,0.6,117580,0.093,42531892,2796473,115260881,221673827,0.29,43662858,105743719,27540380,42367957,43662858,100586928,107497794,106344055,184814533,30605170,498744805,696199910,18898815,30306195,1048130,2020,Solano,94533-4883,Fairfield,294407,259161,124706,58473,8579,944,2468,1197,1017,1453,60324,108700
Farmersville,Low,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,83.74,30,1.83,10,4.75,10,4.1,4.17,3.89,10,5,0.83,1.78,18.65,0.18,0.12,0.82,0.03,0.04,NA,NA,10812,0.171,2635573,141305,20125211,11287173,0.22,3347618,4041498,2343135,2300398,3347618,3527041,4028125,4875718,1388131,0,7219780,8806988,295827,400306,NA,2020,Tulare,93223,Farmersville,267962,199725,65955,76457,7270,534,2005,1002,1755,873,43874,80300
Ferndale,Low,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,76.51,23.38,0,10,3.13,10,5,5,5,10,5,0.63,2.07,7.3,0.05,NA,NA,NA,NA,NA,NA,1362,0.062,482287,66027,4355573,2101882,0.09,650570,1034132,551388,606631,650570,987984,1025921,1078071,NA,NA,NA,NA,NA,NA,NA,2020,Humboldt,95536,Ferndale,103224,85183,39744,20335,2797,1339,1045,420,425,518,18560,80300
Fillmore,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,75.06,30,0,10,3.38,9.92,3.7,4.17,3.89,10,0,1.12,2.19,4.92,0.07,0.26,0.74,0.03,0.04,0.05,0,15604,0.056,7472834,1519167,54861212,25073118,0.15,8321068,7432746,6377389,7110976,8321068,7452139,8307531,8587792,6401403,0,19247158,26116211,734457,975062,1169281,2020,Ventura,93015,Fillmore,537055,500442,212552,145457,14981,1721,4765,1757,3939,4984,110286,115400
Firebaugh,Low,LOW,HIGH,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,75.08,30,5.83,10,1.75,9.12,3.75,3.61,2.78,8.24,0,0.96,1.3,5.07,-0.06,0.36,0.75,0.05,0.08,0.47,0,7756,0.293,5763795,1136476,12815625,9820768,0.24,4351895,4512767,2958271,4245446,4351895,5230212,4414653,4609546,3496407,0,13501905,17935185,521708,744988,4569422,2020,Fresno,93622,Firebaugh,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Folsom,Moderate,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,45.9,5.56,9.41,7.05,2.75,5.44,3.25,2.5,1.67,7.92,0.35,0.16,0.87,1.41,0.02,0.82,0.65,0.09,0.12,0.51,0.07,82726,0.061,21735687,15419414,164193260,187715937,-0.03,14794190,95402366,17568624,22564444,14794190,78183863,84912443,80946341,154457622,0,301724756,463687171,17445069,22377561,96652252,2020,Sacramento,95630,Folsom,1028719,884247,398079,228045,30487,3514,10120,5274,4942,3154,200632,102200
Fontana,Low,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,83.31,30,14.33,10,2.88,7.2,3.35,3.33,2.22,10,0,0.76,0.28,9.29,0.03,0.6,0.67,0.06,0.1,0.25,0,216173,0.092,64466278,6941317,76149162,268182993,0.07,96738353,127910681,85429773,93088159,96738353,108970832,117026544,114893249,161401111,0,358299295,535513755,17061843,26491338,66321967,2020,San Bernardino,92335,Fontana,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Fort Bragg,Moderate,MODERATE,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,67.38,9.38,13.91,10,2.25,8.72,3.65,3.89,3.33,10,2.25,0.27,0.33,3.14,-0.02,0.41,0.73,0.04,0.06,0.12,0.45,7222,0.081,709968,225962,8473005,25630018,-0.03,2688536,9824080,2865173,3132756,2688536,9195822,9380928,8877842,9939716,497479,28520174,39198734,1151746,1590495,3187087,2020,Mendocino,95437,Fort Bragg,63021,53697,26286,11242,1945,803,648,294,362,107,12010,80300
Foster City,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,78.19,30,12.66,10,3,4.96,3.4,2.5,1.67,10,0,1.22,0.48,13.52,0.04,0.88,0.68,0.09,0.12,0.12,0,32891,0.051,59284326,4384516,43218142,90692670,0.05,58561380,48129216,53371052,55201831,58561380,47828103,53043153,51430326,79456848,0,186418985,276015513,7822805,10811004,11189947,2020,San Mateo,94404,Foster City,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Fountain Valley,Low,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,76.76,30,13.49,10,2.75,3.04,3.65,2.5,0.83,9.2,1.3,0.77,0.38,12.87,0.02,1.12,0.73,0.09,0.15,0.35,0.26,55405,0.093,59332549,4611560,34230990,89028190,0.07,45334873,59123576,39940129,44994247,45334873,56357758,61380673,58462708,84889944,14651309,242699298,330995349,8391979,13034645,31388576,2020,Orange,92708,Fountain Valley,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Fremont,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,54.07,7.21,12.99,10,2.75,4,3.45,1.94,0.83,10,0.9,0.21,0.44,3.05,0.02,1,0.69,0.11,0.15,0.21,0.18,234569,0.067,27416248,8975426,172244561,389180841,-0.05,44497304,215881226,49701777,51460496,44497304,195800093,208075729,200959295,390302773,0,896434158,1305542025,41748788,60012072,82735272,2020,Alameda,94537-5006,Fremont,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Fresno,Moderate,MODERATE,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,61.84,8.29,6.41,10,3.25,10,5,3.89,5,10,0,0.21,1.23,4.06,0.06,-0.16,1.09,0.04,NA,0.17,0,530267,0.107,61332000,15098000,1077720000,873186000,0.27,75922000,363323000,47943256,66878000,75922000,309433840,332983000,345616000,-244990000,107555000,3027215000,2782225000,38878000,NA,148672000,2020,Fresno,93721,Fresno,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Fullerton,Moderate,HIGH,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,47.61,4.82,14.58,8.35,3,1.52,3.4,1.94,0,10,0,0.13,0.25,1.67,0.04,1.31,0.68,0.11,0.18,0.17,0,139921,0.096,17369326,10397486,48019757,190149896,0.09,14175773,105742852,13991792,21088209,14175773,89860226,100526519,97005904,249664639,0,566555548,832417361,20118113,34484966,32850952,2020,Orange,92632-1775,Fullerton,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Galt,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,77.34,24.94,9.75,10,3.63,7.84,3.55,3.33,2.5,10,1.8,0.71,0.83,7.77,0.09,0.52,0.71,0.06,0.09,0.03,0.36,26551,0.095,10279057,1322939,35824870,43025504,-0.01,10215073,14373229,10427742,9578178,10215073,10472641,11786711,12382539,22428597,0,60683716,85337976,2738556,3694671,1161586,2020,Sacramento,95632,Galt,1028719,884247,398079,228045,30487,3514,10120,5274,4942,3154,200632,102200
Garden Grove,Moderate,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,65.91,19.34,13.41,10,3.88,3.2,3.3,2.22,0.56,10,0,0.49,0.39,5.68,0.11,1.1,0.66,0.1,0.16,0.17,0,171366,0.117,67970116,11970846,102756028,265140233,0.38,62863092,129364797,33146665,50509803,62863092,115196433,129838910,140127431,291898578,0,605765973,915149134,26066730,41374285,45756997,2020,Orange,92842,Garden Grove,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Gardena,Moderate,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,HIGH,42.23,5.37,12.91,6.55,2.63,3.04,3.65,1.94,0,5.84,0.3,0.17,0.45,1.31,0.01,1.12,0.73,0.11,0.18,0.77,0.06,58498,0.143,7327214,5601942,41510129,91440344,-0.33,10332214,61786869,23125222,16181081,10332214,53742377,57876408,53652086,102122795,0,290597000,399577444,10513666,16517830,70025290,2020,Los Angeles,90247-3732,Gardena,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Gilroy,Moderate,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,HIGH,HIGH,LOW,HIGH,51.56,7.26,10.25,10,2.38,5.12,3.5,2.22,0.83,10,0,0.23,0.77,3.14,-0.01,0.86,0.7,0.1,0.15,0.15,0,54831,0.085,14804080,4709683,77625201,100371979,-0.19,14731555,64404591,25475105,27683870,14731555,52992478,56526555,51263681,86172827,0,210062009,301112517,9965224,14908111,14594602,2020,Santa Clara,95020,Gilroy,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Glendale,Moderate,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,55.76,8.81,11.83,10,2.25,5.2,3.5,2.78,1.39,10,0,0.24,0.58,4.9,-0.02,0.85,0.7,0.08,0.13,0.02,0,197747,0.132,122763000,25059000,409410000,702824000,0.07,56313000,230621000,51045000,64786000,56313000,211681000,221138000,206493000,598199000,0,1512228817,2152585254,57711000,91002747,15135000,2020,Los Angeles,91206,Glendale,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Glendora,Moderate,MODERATE,MODERATE,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,HIGH,58.65,8.51,13.33,10,4.13,0,4.9,3.89,3.89,10,0,0.22,0.4,9.5,0.13,1.79,0.98,0.04,0.04,0.15,0,50517,0.105,16534788,1741388,27876444,68983326,0.16,18615378,84724398,14003913,15572367,18615378,30200366,32302025,38293105,59897636,63520000,223232636,226968984,2612748,2979067,10499274,2020,Los Angeles,91741,Glendora,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Goleta,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,77.32,16.68,15,10,2.88,10,4.15,4.44,4.17,10,0,0.48,0.12,7.12,0.03,0.08,0.83,0.02,0.03,0.06,0,32629,0.063,12729688,1788627,4511590,38911188,-0.03,17203239,35501163,19452278,23965438,17203239,27489791,30001148,28657032,3064002,0,16803058,20340285,843932,1099231,2438474,2020,Santa Barbara,93117,Goleta,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Gonzales,Moderate,MODERATE,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,66.33,8.31,12.66,5.95,2.63,10,4,4.17,3.61,10,5,0.26,0.48,1.19,0.01,0.19,0.8,0.03,0.05,NA,NA,8237,0.046,1460917,1226581,7529819,15585165,-0.18,1626093,6246787,2424823,2106765,1626093,5480929,5078990,5477690,2984228,0,13768764,17165200,424442,767220,NA,2020,Monterey,93926,Gonzales,244481,206917,107230,41877,5558,922,1614,908,1941,193,46674,90100
Grand Terrace,Moderate,HIGH,LOW,LOW,HIGH,MODERATE,HIGH,LOW,MODERATE,LOW,HIGH,58.12,5.39,15,9.55,1.25,7.04,3.5,3.61,2.78,10,0,0.15,0.02,1.91,-0.1,0.62,0.7,0.05,0.08,0.21,0,12692,0.077,5150617,2701395,166133,8236390,0.02,909329,6102891,1334517,2158663,909329,8162060,5866335,6395001,5141928,0,12601316,17966823,383360,654206,1700064,2020,San Bernardino,92313,Grand Terrace,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Grass Valley,Moderate,HIGH,LOW,LOW,HIGH,HIGH,LOW,MODERATE,HIGH,LOW,HIGH,53.92,5.96,13.49,10,1.88,2.56,4.75,3.06,2.22,10,0,0.18,0.38,3.39,-0.05,1.18,0.95,0.07,0.1,0.19,0,12763,0.129,5910655,1746127,12510180,32823895,-0.12,5977432,32331318,9641999,12434411,5977432,15238579,18391267,12890320,20566080,18311000,74902150,79036657,2184697,3415990,6104304,2020,Nevada,95945-6588,Grass Valley,77628,74299,29330,24549,2817,620,960,223,39,5851,9910,98400
Grover Beach,Moderate,MODERATE,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,58.9,10.26,5,6.4,5,7.76,3.65,3.33,2.5,10,5,0.26,1.4,1.28,0.2,0.53,0.73,0.06,0.09,NA,NA,13325,0.069,2470437,1932810,33897041,24257692,0.59,3183015,12341344,1269091,2210205,3183015,8965580,11126259,12827052,12864738,0,37444299,51336635,1508746,2220219,NA,2020,San Luis Obispo,93433,Grover Beach,206297,183746,68853,64199,6330,932,2201,509,794,1549,38379,109200
Guadalupe,Moderate,HIGH,LOW,HIGH,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,57.28,2.76,15,4.75,3.63,9.84,3.8,3.89,3.61,10,0,0.07,0.18,0.95,0.09,0.27,0.76,0.04,0.05,0.04,0,8140,0.058,959897,1011464,2287979,12517343,312.63,343261,4792396,-371989,549,343261,3935042,3874623,4650093,3387991,0,12166919,15949298,457869,656920,470748,2020,Santa Barbara,93434,Guadalupe,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Gustine,Moderate,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,66.31,4.74,14.08,10,3.5,8.72,3.6,3.61,3.06,10,5,0.12,0.31,6.02,0.08,0.41,0.72,0.05,0.07,NA,NA,5709,0.119,1580224,262402,2388113,7680775,1.36,370498,3173816,100790,376638,370498,2346449,2586710,2707070,3171442,0,8906262,12298499,407405,514379,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Half Moon Bay,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,81.13,20.33,14.58,10,2.25,8.48,3.55,3.61,3.33,10,5,0.56,0.25,14.02,-0.02,0.44,0.71,0.05,0.06,-0.01,1.35,12513,0.056,9977317,711539,6491033,26162676,0.04,10634152,19009163,9962452,10956264,10634152,16499748,17010347,15924796,11573418,0,30570509,42851226,1205054,1609869,NA,2020,San Mateo,94019,Half Moon Bay,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Hawaiian Gardens,Low,LOW,LOW,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,85.17,30,15,10,1.38,8.08,3.8,3.06,2.5,9.2,2.15,1.1,0.04,15.27,-0.09,0.49,0.76,0.07,0.09,0.35,0.43,13937,0.121,21394612,1401463,724652,20182972,-0.07,20847717,18979517,24184659,23948096,20847717,19096727,19240508,15810718,9829601,0,32155021,42517184,1485483,1730829,6984080,2020,Los Angeles,90716,Hawaiian Gardens,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hawthorne,Moderate,LOW,LOW,LOW,MODERATE,HIGH,LOW,HIGH,LOW,MODERATE,HIGH,66.49,22.89,14.74,10,3,0,4.95,2.22,3.89,4.8,0,0.58,0.23,17.66,0.04,2.08,0.99,0.1,0.04,0.9,0,83775,0.151,36683606,2077295,27050798,119815931,0.32,44563186,77263221,26066029,37202338,44563186,77768342,82566298,84423905,118070306,131635000,438111211,442701399,11739946,5119598,107376488,2020,Los Angeles,90250,Hawthorne,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hayward,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,52.24,9.44,12.74,10,3,1.52,3.15,1.94,0,10,0.45,0.26,0.47,2.26,0.04,1.31,0.63,0.11,0.19,0.24,0.09,157966,0.104,35631028,15790233,158050145,335985050,0.05,47440273,184125020,43042204,44514298,47440273,170059406,182269528,183535033,440405937,0,784923451,1251992363,36033697,62726129,79274721,2020,Alameda,94541,Hayward,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Healdsburg,Moderate,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,52.27,4.31,10.66,10,2.75,6,3.55,3.06,1.94,10,0,0.13,0.72,2.25,0.02,0.75,0.71,0.07,0.11,0.02,0,11929,0.053,7290853,3240614,37170649,51527094,-0.11,2358857,18102741,3618811,4607646,2358857,15045501,17138789,15230330,36340001,2467356,96969414,136254483,3824645,5919065,1279607,2020,Sonoma,95448,Healdsburg,340306,300840,168614,54084,8324,2088,2996,930,1763,1385,60656,112800
Hemet,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,65.02,19.74,15,10,3,3.36,3.35,1.94,0.56,7.92,0.15,0.5,0.06,4.93,0.04,1.08,0.67,0.11,0.16,0.51,0.03,85161,0.13,24884114,5050989,5201164,94445045,0.86,24927677,49708090,8718787,9433508,24927677,50126989,53902506,53128095,101654350,0,220346661,328682389,10736542,15282418,48021462,2020,Riverside,92543,Hemet,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Hercules,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,72.75,30,0.42,10,2.63,7.44,3.65,3.06,2.5,10,3.05,0.92,1.95,8.53,0.01,0.57,0.73,0.07,0.09,0.06,0.61,26221,0.085,14862379,1743017,57683969,29634786,-0.06,14604600,15888054,16516008,15964731,14604600,16490956,17563562,16479509,17001957,0,48956537,66721286,2158869,2647708,1692423,2020,Contra Costa,94547,Hercules,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Hermosa Beach,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,LOW,65.37,12.38,13.24,10,2.63,3.52,3.6,4.17,0.83,10,5,0.32,0.41,4.13,0.01,1.06,0.72,0.03,0.15,-0.01,1.04,18803,0.087,12498576,3023866,18723440,46071488,0.17,12305213,38246545,8925960,10128080,12305213,38341477,41222568,38543290,48986913,0,133461552,184939606,1371749,7093725,NA,2020,Los Angeles,90254,Hermosa Beach,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hesperia,Moderate,MODERATE,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,68.64,14.21,10.25,10,3.38,9.04,3.7,3.89,4.17,10,0,0.36,0.77,5.3,0.07,0.37,0.74,0.04,0.03,0.06,0,96911,0.111,7350053,1387529,64935275,83903046,0.47,12731274,35354850,6071940,10414097,12731274,33000286,35671658,37398270,31005243,0,48820206,65823213,3558960,2526867,4864443,2020,San Bernardino,92345,Hesperia,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Hidden Hills,Low,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,94.44,30,15,10,5,10,5,4.72,4.72,10,0,2.75,0.01,8.42,0.25,0.1,1,0.01,0.01,0.11,0,1822,0.152,10981365,1304234,39128,4966540,0.12,10052728,3656713,8029127,9084435,10052728,2820355,3602090,4361976,504959,0,2669327,2673600,56231,38509,566945,2020,Los Angeles,91302,Hidden Hills,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Highland,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,81.02,20.73,15,10,2.88,10,3.8,4.44,4.17,10,0,0.59,0.02,14.83,0.03,0.14,0.76,0.02,0.03,0.03,0,55696,0.1,10802684,728516,768904,32619412,-0.02,12898008,21821982,13249803,12893010,12898008,20586134,21391941,21827377,4706642,0,16157005,21196607,669787,912544,911077,2020,San Bernardino,92346,Highland,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Hillsborough,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,84.64,30,11.08,10,3.25,8.32,3.65,3.61,2.78,10,1.95,0.89,0.67,6.28,0.06,0.46,0.73,0.05,0.08,0.21,0.39,11527,0.056,33222368,5286656,41150102,61176755,0.03,23788091,26851813,22495369,24220790,23788091,24251711,26913420,26903212,28141927,0,83433604,114169627,3086892,4722990,12575000,2020,San Mateo,94010-6498,Hillsborough,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Hollister,Moderate,MODERATE,MODERATE,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,51.41,7.13,10,1.4,3.5,8.96,3.75,3.61,3.06,10,0,0.21,0.8,0.28,0.08,0.38,0.75,0.05,0.07,0.05,0,41805,0.109,1108958,3934966,64861780,80834690,-0.07,6535359,31615999,7462285,6647348,6535359,26929033,28483343,31329109,30947803,0,101318942,135380436,3987986,5857523,4241996,2020,San Benito,95023,Hollister,37706,35359,16780,9285,1102,120,342,145,37,92,7456,105100
Hughson,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,84.83,30,5.41,10,3.13,9.68,3.55,4.17,3.89,10,5,1.42,1.35,11.44,0.05,0.29,0.71,0.03,0.04,NA,NA,7628,0.059,3737866,326834,15525819,11471222,0.08,4063523,2858247,3483633,3669122,4063523,2872843,2822479,3125105,3290773,0,8651813,12138300,293617,472667,NA,2020,Stanislaus,95326,Hughson,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Huntington Beach,Moderate,MODERATE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,60.4,11.38,14.16,10,4,1.52,3.5,1.39,0,10,4.45,0.31,0.3,6.21,0.12,1.31,0.7,0.13,0.19,0.01,0.89,198246,0.086,76184000,12263000,99614000,331647000,0.07,70648000,224584000,62209000,70836000,70648000,184916000,236631000,225487000,434815000,0,1035257077,1479283548,44414000,61380536,3652000,2020,Orange,92648,Huntington Beach,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Huron,Moderate,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,54.66,0,14.66,0,0,10,5,5,5,10,5,-0.13,0.24,0,-0.31,NA,NA,NA,NA,NA,NA,7104,0.182,0,510988,2321634,9805897,-0.77,-356385,2711681,-224593,158827,-356385,4995602,2419735,2196469,NA,NA,NA,NA,NA,NA,NA,2020,Fresno,93234,Huron,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Imperial Beach,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,HIGH,80.77,20.6,15,10,3.75,10,4.2,3.89,3.33,10,0,0.58,0.06,3.45,0.1,0.25,0.84,0.04,0.06,0.07,0,27325,0.121,14735090,4265367,1963695,33384008,0,12777404,21870118,12860826,12689993,12777404,18750147,25357863,21284408,8227242,0,48948892,58454287,1226832,1968917,2303311,2020,San Diego,91932,Imperial Beach,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Indian Wells,Low,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,87.31,22.74,15,10,0.63,10,5,4.72,4.72,10,4.5,0.67,0.01,2.13,-0.15,-0.03,1.02,0.01,0.01,0.02,0.9,5544,0.062,10493344,4928207,542168,37118425,-0.08,15943842,23808690,19397674,21539794,15943842,18541409,20795209,12179868,-1218808,0,32854521,32072828,475302,437193,857704,2020,Riverside,92210-7497,Indian Wells,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Indio,Moderate,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,58.66,11.47,9.25,10,2.38,7.52,3.5,3.33,2.5,8.56,0.15,0.33,0.89,2.95,-0.01,0.56,0.7,0.06,0.09,0.43,0.03,91919,0.119,28429858,9645520,108329828,121059798,-0.03,24478303,73721514,26086111,28230174,24478303,70926837,78649757,68316708,67533711,0,165545971,237262038,7670529,10514934,51768946,2020,Riverside,92202,Indio,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Industry,Low,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,84.65,30,0,10,4.75,10,4.9,5,5,10,5,7.73,3.47,51.15,0.18,0,0.98,0,0,-0.03,1.78,427,0.162,642492750,12560648,619393495,178502680,0.02,640839863,82922343,622321935,622324150,640839863,57651822,76656783,78156580,39088,0,29697276,30353149,245590,412662,NA,2020,Los Angeles,91744,Industry,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Inglewood,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,HIGH,59.13,17.24,12.66,10,3,0,3.95,3.33,1.67,7.28,0,0.48,0.48,5.04,0.04,1.54,0.79,0.06,0.12,0.59,0,107203,0.164,47832067,9482627,118347037,248531955,0.03,63099315,130169777,60225604,57370672,63099315,120116595,129612999,128588762,195572590,188171302,729671235,925243825,15870312,29357832,145438730,2020,Los Angeles,90301,Inglewood,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Irvine,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,MODERATE,MODERATE,LOW,HIGH,84.72,28.63,15,10,2.88,8.88,4.05,2.78,2.5,10,0,0.74,0.09,6.56,0.03,0.39,0.81,0.08,0.09,0.02,0,283700,0.071,163155000,24880000,35101000,380188000,0.16,157418000,211540000,119200000,124903000,157418000,206520000,221961000,216963000,146569000,0,650595870,806446938,29028000,32916156,8219000,2020,Orange,92623-9575,Irvine,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
