city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
San Fernando,Los Angeles,91340,High,37.88,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.1,0.23,0.89,0.05,1.09,0.67,0.1,0.17,1.19,0,4394145,4954930,8490530,37072257,4.23,1820023,17638590,-1541792,-274561,1820023,17491895,17989576,19158364,40379804,0,86123866,129075753,3571098,6127381.35,44197996,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
San Francisco,San Francisco,94102,Moderate,64.83,0.7960351328320551,0.6472,0.46009999999999995,580,0.43,1.69,3.05,0.13,0.35,0.81,0.05,NA,0.29,0.07,3284697000,1077325000,21176111000,12535025000,0.17,2390787000,5499477000,1744489000,2076452000,2390787000,4636787000,4989555000,5890221000,4429115000,0,24379925735.3784,30267108525.3784,642848000,NA,3589411000,0.055600000000000004,0.091,115.3795394065757,801922,71646,712690,75874,38.5,0.5072579683649948,0.52,7.232623621748748e-4,TRUE,TRUE
San Gabriel,Los Angeles,91776,Moderate,47.39,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,-0.22,0.12,0.6,0.03,0.57,0.69,0.06,0.08,0.38,0.11,6651667,11004173,13926431,117846041,-0.29,-8486517,37986504,-5753466,-9853410,-8486517,29660347,28031801,30816779,67285462,0,158347545,229539075,6916498,9545546.97,44459272,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
San Jacinto,Riverside,92583,Low,75.8,0.6519685051631071,0.5115,0.4153,1403,0.31,0.17,2.78,0.1,0.23,0.73,0.02,0.03,NA,NA,7897271,2843228,8861911,52337858,-0.21,7124883,23237105,11286543,8864836,7124883,15968189,18679610,19078630,11454495,623300,32447684,44619794,1159232,1655898.2,NA,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
San Joaquin,Fresno,93660,Moderate,64.48,0.714652135684724,0.5144,0.4532,712,0.07,0.09,0.98,0.13,0.16,0.76,0.01,0.03,NA,NA,179196,183600,544559,5824150,3.61,56990,861304,-130295,-10758,56990,705234,754799,887713,959351,0,3285629,4344384,84001,171694.25,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
San Jose,Santa Clara,95113,Moderate,55.67,0.7060058122206997,0.6068,0.5729,1142,0.4,0.99,4.09,0.09,1.25,0.64,0.14,NA,0.37,0.33,436685000,106728000,2485506000,2512280000,0.18,412976000,1031170000,311972000,291812000,412976000,901068000,978796000,1068193000,3129095000,0,5569861772,8699018337,349812000,NA,923277000,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
San Juan Bautista,San Benito,95045,Low,83.5,0.7385668511505972,0.5821000000000001,0.433,59,1.24,2.04,9.6,0.08,NA,NA,NA,NA,NA,NA,2967569,309218,11087434,5434129,0.18,2951065,2380281,2198843,3051788,2951065,1774821,2315590,1990408,NA,NA,NA,NA,NA,NA,NA,0.09319999999999999,0.145,32.29862590932471,54436,35956,20641,39589,34.3,0.49990047950782596,0.184,0.0010838415754280256,NA,FALSE
San Juan Capistrano,Orange,92675,Low,78.77,0.8640684252298959,0.6275,0.4654,2109,0.61,0.69,6.77,0.18,0.4,0.67,0.03,NA,0.04,0,17415461,2572612,54685632,79818701,0.06,20528459,33794417,18673617,16673904,20528459,26655716,27436521,36522274,32142058,0,65435531.5567699,97577589.5567699,2408665,NA,3213124,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
San Leandro,Alameda,94577,Moderate,63.92,0.8130188885559002,0.6364,0.4833,1041,0.44,0.62,3.96,0.06,1.18,0.69,0.09,0.17,0.04,0.74,44159492,11145055,97419082,156585094,0.13,49038023,112035757,38359267,41854591,49038023,105952936,111589268,118854224,175296078,10035675,428729580,617477107,14716261,26513993.68,6077481,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
San Luis Obispo,San Luis Obispo,93401,Moderate,61.82,0.8320743034055728,0.6917,0.5104,152,0.38,0.48,4.29,0.05,1.1,0.64,0.1,0.16,0.05,0.46,29001273,6758633,67748037,139922728,0.14,29850024,77645176,23194804,25896243,29850024,67434696,71737084,74330913,153732943,0,278838850,436906950,13503067,21712693.6,7355678,0.0548,0.092,46.34423912435436,268145,38951,149202,40191,39.4,0.5117972380998305,0.315,5.668574838240504e-4,FALSE,FALSE
San Marcos,San Diego,92069,Low,73.68,0.7251714669285065,0.6071,0.46,2328,0.5,0.1,9.42,0.06,0.52,0.72,0.06,0.09,0.06,0,106687741,11328333,11214773,112764185,0.04,41503557,82516272,38706951,39813895,41503557,66525397,70605896,74004842,58274143,0,163208605,226232371,7069558,10427725.52,6664749,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
San Marino,Los Angeles,91108,Low,73.06,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.71,0.07,13.9,0.03,1.03,0.74,0.09,0.16,0.18,0,17619956,1267964,2325154,31398350,-0.04,17258556,24220463,23454629,12361315,17258556,27229011,27879556,28947615,29894997,2597138,90828903,123404327,2865524,5118017.47,5657580,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
San Mateo,San Mateo,94403,Moderate,67.46,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.73,1.71,6.62,0.1,0.91,0.67,0.08,0.13,0.06,0.22,92393437,13948139,412050800,241259195,0.14,87048954,119174726,66958844,74138449,87048954,117366555,124083378,139872196,219728857,0,466429636,696956009,19839191,31061727.54,15403000,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
San Pablo,Contra Costa,94806,Low,82.39,0.7539949308861223,0.6535,0.4758,854,1.19,0.75,11.86,0.07,0.69,0.72,0.06,0.13,0.05,0.76,55270318,4659722,43545404,58400838,0.01,55769080,46910572,55141653,52857210,55769080,39637652,42287722,45191179,40285168,0,114126583,157780500,3494671,7422008.45,3108479,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
San Rafael,Marin,94901,Moderate,52.03,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.15,0.6,1.79,0.05,0.93,0.88,0.17,NA,0.27,0.38,9803052,5461598,73440567,123179437,-0.1,12495300,84346797,16195986,11214720,12495300,73365784,78468889,80335053,110567858,3765000,837356062,947923920,20352203,NA,32999000,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,TRUE,TRUE
San Ramon,Contra Costa,94583,Moderate,69.72,0.7539949308861223,0.6535,0.4758,854,0.27,0.11,1.65,0.06,0.47,0.84,0.06,0.11,0.01,0.97,9494636,5758088,10822496,95012704,0.34,13726600,51666012,9399666,7241994,13726600,48046404,51058100,54296782,29216365,15475000,172818034,206868684,5755661,10243704.12,756238,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,TRUE,FALSE
Sand City,Monterey,93955,Low,89,0.6775766701887825,0.562,0.588,184,1.18,0.1,11.66,0.06,0.54,0.78,0.09,0.12,-0.06,1.18,8750739,750559,796134,8014673,0.16,8024186,6817084,6061871,6598611,8024186,7146240,7511201,7964591,4332942,0,16505868,21193044,690964,931685.57,NA,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Sanger,Fresno,93657,Moderate,68.08,0.714652135684724,0.5144,0.4532,712,0.37,0.77,6.96,0.07,0.6,0.73,0.1,0.1,NA,NA,3829128,550036,26951165,34965602,0.15,4973831,13438527,3891901,5148217,4973831,11621087,13133416,13243493,20959271,0,58583876,79812229,3421080,3477065.86,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
Santa Ana,Orange,92702,Moderate,54.89,0.8640684252298959,0.6275,0.4654,2109,0.27,0.37,4.7,0.1,1.22,0.68,0.1,0.18,0.11,0,60264932,12832257,193473245,518656868,0.02,73331673,269512971,72384344,61741579,73331673,229300577,233966024,275532227,632437467,0,1432615376,2099717143,52048837,93802683.28,56700366,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Santa Barbara,Santa Barbara,93102,Moderate,51.26,0.7376324610238962,0.637,0.5216,318,0.15,0.64,1.86,0.12,0.91,0.69,0.09,0.14,0.07,0,16769739,9023049,233417674,361962961,-0.15,22993549,155921343,31773419,28274668,22993549,126287765,133107157,156957904,328048428,0,773566970,1118046925,31582629,49723542.25,26584000,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,FALSE,TRUE
Santa Clara,Santa Clara,95050,Low,79.39,0.7060058122206997,0.6068,0.5729,1142,0.74,0.98,19.26,0.12,0.5,0.64,0.04,0.08,0.04,0.37,179746006,9334872,1029189626,1047877942,0.06,186520158,252075101,170622778,157187054,186520158,229640109,229915595,283176620,524216477,0,1007164097,1561870349,47100724,79882471.5,38146000,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Santa Clarita,Los Angeles,91355,Low,93.47,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.78,0.45,6.04,0.08,0.15,0.82,0.02,0.03,0.02,0.87,198685562,32885563,125337816,278316286,0.17,179912098,100957648,133269562,135790992,179912098,98816867,102915745,113798465,41789757,0,172127426,211036792,5637826,7412036.57,6110090,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Santa Cruz,Santa Cruz,95060,Moderate,55.42,0.8295211204607084,0.7188,0.4706,260,0.14,0.48,2.84,0.08,0.78,0.76,0.08,0.13,0.18,0,23687263,8331438,104767396,217387400,0.47,14886362,105526476,17985712,5706670,14886362,92341738,98815751,108201341,159846743,8685000,536772559,707750050,17284130,28750305.09,38141658,0.0732,0.115,43.12141118192063,260009,45103,139005,42368,36.9,0.49895940537449973,0.375,9.99965385813568e-4,FALSE,FALSE
Santa Fe Springs,Los Angeles,90670,Moderate,61.28,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.5,0.14,3.64,0.07,1.48,0.64,0.11,0.19,0.6,0.25,27848553,7645353,11529319,81716625,0.15,33897656,67430127,25722711,28540702,33897656,54699512,56567628,62974444,119690668,1199000,222684336,349389775,8884135,15840470.89,49230195,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Santa Maria,Santa Barbara,93454,Moderate,70.74,0.7376324610238962,0.637,0.5216,318,0.52,0.47,6.13,0.08,0.65,0.71,0.06,0.11,0.09,0,35837432,5844109,91093873,194345514,0.05,40203738,77864879,36448840,36576275,40203738,65735516,67357758,76341520,126451039,0,332999699,468779208,12456032,21829051.62,18101652,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,FALSE,TRUE
Santa Monica,Los Angeles,90401,Moderate,68.45,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.5,0.44,8.1,0.05,0.64,0.76,0.08,0.13,0.04,0.18,344315958,42498268,307807491,705047909,-0.11,259148188,520204380,328902693,325217105,259148188,376816532,403530957,415989419,447834574,0,1501814940,1966959022,55095465,90990495.83,27541204,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Santa Paula,Ventura,93061,Moderate,55.88,0.8138416978089583,0.6566,0.43520000000000003,602,0.41,3.42,1.96,0.12,0.65,0.71,0.06,0.1,0.09,0,6046245,3084493,130264630,38049692,0.92,5839063,14125160,1769841,4476597,5839063,13145623,18190147,15500329,24852880,0,66115588,92658962,2372333,3771547.49,3423550,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Santa Rosa,Sonoma,95404,Moderate,62.71,0.7457829876765855,0.6968000000000001,0.5943,453,0.42,0.8,12.27,0.1,0.93,0.72,0.08,0.15,0.16,0.32,56835000,4631000,318589000,398575000,0.09,74220000,178818000,63445000,65049000,74220000,155551000,165729000,186558000,350217000,19285000,946630202,1319960924,31473000,58912571.25,65074000,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Santee,San Diego,92071,Moderate,67.79,0.7251714669285065,0.6071,0.46,2328,0.33,0.22,2.48,0.05,0.6,0.72,0.03,0.1,0.04,0.13,18082814,7276919,14360719,66723263,0.04,14890673,45127088,14083807,13044761,14890673,42889667,42775163,46813880,40213914,0,114664914,158241802,1677668,6802652.98,2699160,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Saratoga,Santa Clara,95070,Low,89.51,0.7060058122206997,0.6068,0.5729,1142,0.64,0.31,4.43,0.07,0.23,0.85,0.02,0.05,NA,NA,18244900,4114801,9686757,31010588,0.17,14516402,22728672,10721130,12920735,14516402,21112412,22970108,24115948,7236672,0,44380222,51997373,583629,1681603.12,NA,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,TRUE,TRUE
Sausalito,Marin,94965,Moderate,60.57,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.51,1.25,7.98,0.09,1.03,0.72,0.1,0.15,0.23,0.15,9829705,1232341,33777926,27127551,0.15,9107187,17901828,6883558,8339692,9107187,14061620,14726584,16704446,27898790,0,76367883,106152352,2614801,4100922.79,6209092,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Scotts Valley,Santa Cruz,95066,Moderate,60.56,0.8295211204607084,0.7188,0.4706,260,0.41,0.47,10.74,0.03,0.9,0.72,0.07,0.13,0.66,0,4194637,390490,10156606,21400855,0.1,4897391,11871327,4131884,3962916,4897391,12372915,10862485,12711308,17021799,2335000,47542052,65968717,1511426,2718250.06,14102811,0.0732,0.115,43.12141118192063,260009,45103,139005,42368,36.9,0.49895940537449973,0.375,9.99965385813568e-4,FALSE,FALSE
Seal Beach,Orange,90740,Low,75.41,0.8640684252298959,0.6275,0.4654,2109,0.56,0.19,9.57,0.1,0.65,0.72,0.06,0.11,0.11,0.44,20745495,2167502,10434117,56030056,-0.1,22074874,39715008,27248483,25780773,22074874,29751002,30710063,35500962,36640569,0,101603935,141170963,3585461,6224865.37,6328727,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Seaside,Monterey,93955,Moderate,62.38,0.6775766701887825,0.562,0.588,184,0.48,0.61,3.72,0.08,1.16,0.73,0.1,0.19,0.28,0,10959668,2942409,24412441,39844170,0.34,15757672,33142095,9269632,15403680,15757672,28592387,31210943,33227726,42347020,3825000,124044224,170804025,4032799,7473669.92,11258715,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Sebastopol,Sonoma,95473,Low,81.59,0.7457829876765855,0.6968000000000001,0.5943,453,0.97,0.27,11.42,0.05,0.75,0.72,0.08,0.12,0.19,0,8195906,717518,4468455,16259795,0.14,8572969,8856523,6639067,7402742,8572969,9016595,9141223,10009102,12272694,0,32824273,45855984,1343860,1924129.93,3052521,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Selma,Fresno,93662,Moderate,69.47,0.714652135684724,0.5144,0.4532,712,0.34,0.3,3.46,0.09,0.46,0.71,0.05,0.08,0.17,0,4595349,1329541,9723545,32267030,0.39,4566273,13497857,2463963,2763856,4566273,10943032,11786253,12806365,14960228,0,40119666,56166277,1608001,2634032.32,5616271,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
Shafter,Kern,93263,Low,92.51,0.6575433079519254,0.4984,0.41200000000000003,588,1.41,0.03,17.06,0.09,-0.05,1.03,0.02,0.02,0.02,0,48050132,2816100,2049691,61768246,-0.12,50074692,35492702,63860207,53793750,50074692,26625522,28668345,31606930,-2861508,0,58129629,56275606,1116217,1402025.2,983549,0.097,0.146,54.873449804068485,830137,28567,349093,42475,30.7,0.515831547805498,0.149,7.083168199947719e-4,TRUE,FALSE
Shasta Lake,Shasta,96019,Low,81.46,0.735475342080671,0.6183,0.5178,150,0.49,0.33,3.2,0.09,0.16,0.77,0.01,0.01,0.04,0.8,5196552,1622833,15487587,46366554,-0.08,3771262,7658685,5514326,2857906,3771262,7252335,7878927,8552922,7416000,0,27943437,36121682,425624,539863.58,1817973,0.0924,0.149,36.107124927374365,177279,33020,86195,37357,41.8,0.49164038121893006,0.193,8.46123906384851e-4,FALSE,FALSE
Sierra Madre,Los Angeles,91024,Low,75.36,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.48,0.39,10.99,0.06,0.58,0.83,0.07,0.07,0.02,0.84,6864494,624734,8455841,21577247,-0.02,6915213,14534267,7428117,8736391,6915213,11108537,12053691,12311369,12568021,0,44493812,53670223,1585121,1468023.84,330519,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Signal Hill,Los Angeles,90806,Low,83.64,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.12,0.33,3.59,0.06,0.68,0.74,0.06,0.11,0.22,0.19,16233251,4525184,13650528,40912873,0.05,25915799,23164441,23482117,25712812,25915799,20541345,21842728,23216128,27770375,0,82007880,111426963,2641129,4507693.41,8894379,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Simi Valley,Ventura,93063,Moderate,69.25,0.8138416978089583,0.6566,0.43520000000000003,602,0.51,0.36,5.96,0.08,0.91,0.7,0.08,0.14,0.24,0.09,26187540,4397275,57555711,159996237,0.15,36080810,70740771,27820122,27985482,36080810,60961538,65302859,71254132,146261347,0,351227420,502453009,12731832,21839741.88,38201353,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Solana Beach,San Diego,92075,Low,73.24,0.7251714669285065,0.6071,0.46,2328,0.54,0.7,2.69,0.07,0.37,0.73,0.04,0.07,0.08,0.17,19151577,7125262,26330223,37699462,-0.05,12065969,22312182,13410428,14206980,12065969,18038489,18431516,20570945,14061674,0,41127136,56409340,1379647,2506300.87,3202992,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Soledad,Monterey,93960,Low,77.88,0.6775766701887825,0.562,0.588,184,0.56,1.37,3.8,0.1,0.17,0.8,0.03,0.05,NA,NA,4392252,1157326,35428782,25823476,0.67,4308846,7720380,1574767,2358673,4308846,7651373,8292367,9268556,4474222,0,20060889,25037214,677382,1183607.26,NA,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,TRUE,FALSE
Solvang,Santa Barbara,93463,Low,91.11,0.7376324610238962,0.637,0.5216,318,1.23,0.01,18.16,0.03,0.21,0.76,0.02,0.04,0.11,0.22,10636062,585537,239302,18562782,0.04,10744581,8769719,9952252,10767808,10744581,8488871,8589729,9059613,3937533,0,13594633,17905659,339043,761502.93,2073236,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,FALSE,TRUE
Sonoma,Sonoma,95476,Low,78.18,0.7457829876765855,0.6968000000000001,0.5943,453,0.47,0.07,4.1,0.07,0.59,0.72,0.04,0.08,NA,NA,8504947,2076818,1834293,25956925,0.06,9404315,19836037,8375950,9144462,9404315,17069733,17958907,19448731,14452715,775000,40219663,55805444,1117200,2099299.94,NA,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Sonora,Tuolumne,95370,Moderate,56.48,0.8769094416349512,0.7168000000000001,0.5159,68,0.34,0.08,5.58,0.02,1.28,0.71,0.27,0.19,0.06,0,1567166,280909,626508,8278645,0.26,1698899,5007701,1086915,1409273,1698899,5004809,5010304,5205989,10621293,0,26848859,37984373,2196130,1542850.12,505628,0.078,0.127,38.21013519563076,55845,32097,25004,37589,47.3,0.5282293021239706,0.174,0.0012176560121765602,FALSE,FALSE
South El Monte,Los Angeles,91733,Moderate,61.93,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.22,0.13,1.38,0.04,0.38,0.73,0.04,0.06,0.09,0,3718530,2694716,2428227,19099230,-0.14,3150408,14007743,4340398,4331914,3150408,14300675,14078675,15432613,7351135,0,22046673,30286780,750843,1234301.56,1812356,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
South Gate,Los Angeles,90280,Low,76.89,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.76,0.53,7.92,0.05,0.97,0.74,0.08,0.14,0.29,0,27371838,3456502,55514591,105586545,0,37897210,49947911,37996353,34935093,37897210,47261026,53909480,51648880,88048379,14055000,256439355,348096718,8151175,14528599.77,31063109,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
South Lake Tahoe,El Dorado,96150,Moderate,60.96,0.869937250427838,0.7337,0.5472,150,0.34,0.48,5.75,0.06,1.25,0.69,0.09,0.16,NA,NA,17636497,3068913,33049804,68737141,-0.08,18100238,53678335,22121167,24059023,18100238,42449350,43295026,47597052,75630145,10105000,169473114,245104267,5953825,10761018.4,NA,0.0656,0.113,33.583574852456294,180455,46646,81011,41599,43.6,0.5002374929580576,0.313,8.312321631431659e-4,FALSE,FALSE
South Pasadena,Los Angeles,91030,Moderate,68.45,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.68,1.18,8.63,0.06,0.77,0.73,0.07,0.13,0.35,0,17202357,1993378,56017700,47419950,0.08,17962802,26531995,15580661,16986538,17962802,26356183,26556549,29367918,36396135,0,105754302,145083915,3460075,6008748.44,16647414,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
South San Francisco,San Mateo,94083,Low,74.21,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.57,0.3,11.63,0.13,0.82,0.67,0.08,0.14,0.27,0.27,60975901,5244694,65746229,221845839,0.17,65740863,114515445,56303749,40704451,65740863,104959699,118872329,132956238,182699163,0,395380234,588462033,17016433,30044997.13,60584000,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
St. Helena,Napa,94574,Low,84.26,0.7790353151347466,0.6576000000000001,0.275,147,0.56,0.46,7.37,0.16,0.38,0.73,0.04,0.06,NA,NA,7889404,1070883,14061372,30588254,0.35,8285343,14797769,4563326,6603547,8285343,12165701,14745065,16356755,11521499,0,33008322,45125274,1293867,1980805.55,NA,0.0522,0.087,58.99447811945594,135280,46018,88602,46726,39.7,0.4994982971399275,0.312,0.0010866351271437019,FALSE,TRUE
Stanton,Orange,90680,Low,84.21,0.8640684252298959,0.6275,0.4654,2109,0.63,0.01,20.49,0.09,0.34,0.85,0.19,0.03,-0.01,1.66,19468518,949946,286680,31133562,0.04,16770912,26748994,15716919,17918312,16770912,20308439,21914761,23951047,10635454,0,34978175,41028856,6009986,1059910.09,NA,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Stockton,San Joaquin,95202,Moderate,62.86,0.6505512612372483,0.5142,0.47950000000000004,515,0.37,0.75,5.54,0.07,1.07,0.72,0.08,0.14,NA,NA,96970294,17507686,401743386,532758014,0.01,96376244,258031035,96545029,84448171,96376244,228581065,242066318,257936609,516775186,53477663,1369741622,1905915080,42130188,76534384.7,NA,0.0986,0.155,34.48103391291004,677736,31873,275719,41195,32.7,0.49792501451906157,0.179,7.598829042577051e-4,FALSE,FALSE
Suisun City,Solano,94585,Low,72.58,0.6956945732923293,0.594,0.5109,214,0.53,0.43,10.97,0.17,0.74,0.74,0.09,0.12,0.14,0,6384186,581977,10676321,24684531,0.42,7152796,13552183,3860647,3940251,7152796,10834801,13890730,14713135,18188806,0,55298907,74702747,2214742,2858729.39,3374307,0.06620000000000001,0.10800000000000001,44.24209217870287,410290,37379,174328,48554,36.9,0.49884720437989755,0.242,5.2158229544956e-4,FALSE,FALSE
Sunnyvale,Santa Clara,94088,Low,76.4,0.7060058122206997,0.6068,0.5729,1142,0.57,0.27,9.75,0.11,0.68,0.69,0.07,0.11,0.14,0.57,123412071,12658203,142872969,526219488,0,117926123,207508639,118724377,124218192,117926123,155987288,169936638,191139036,359489915,0,860272041,1239537141,35236419,59807186.54,72219299,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
